gender;firstname;lastname;address;city;birthday
F;Anne;Lenchant;Rue De La Rièze 156;Namur;19820216
M;Dean;Lenoble;Rue Du Camp 41;Dailly;19810303
M;Bernard;Lenoble;rue haute fontaine 13;Floreffe;19850426
F;Carole;Lenoir;rue revers des roches, 20;Namur;19781222
F;Florence;Lenoir;rue de la briqueterie, 1;Namur;19790902
M;Nicola;Lenoir;Rue De La Marcelle 133;Neuville;19800930
M;Charles;Lenoir;rue de Oignies 6;Bierwart;19810827
M;Patrick;Lenoir;résidence Montbard 40;Namur;19811127
M;Philippe;Lenoir;rue devant le village, 5;Namur;19830626
F;Antonella;Lenoir;rue de l'adoption 4;Namur;19901121
F;Marie-France;Leonard;rue des Gaux, 27;Pondrôme;19781024
M;Arnaud;Leonard;rue trois vallées 10;Bouge;19840905
F;Florence;Leonard;rue de Marchovellette 14;Namur;19871126
M;Florent;Léonard;Rue De La Croisette 9;Namur;19821004
F;Fabienne;Léonard;chaussée de Namur 269;Namur;19880303
F;Véronique;Lepage;Rue Reine-Elisabeth, St-Denis 2;;19870801
M;Arnaud;Lequeux;rue de l'Enclume,Pd 12;Gozée;19880309
M;Armand;LEROY;rue de la falise 16;Charleroi;19811201
F;Evelyne;Leroy;Rue des Oeillets(VD) 19;Beauraing;19910514
M;Michel;Lesire;Rue Sainte-Rita(BU) 53 /0001;Namur;19830516
M;Léon;Lesniowska;rue des cytises 26;Malonne;19780728
M;Willy;Lessire;420, chaussée de Louvain;Frasnes (Nam.);19981117
F;Aline;Leton;Rue De La Motte 9;Mazée;19820617
M;Maxence;Letoret;boulevard de Bryas, 6;Bruxelles 20;19990203
M;Frédéric;Leunis;rue du village, 9;Dinant;19830914
F;Agnès;Leurquin;rue longue haie, 14;Dailly;19781202
M;Aymeric;Leurquin;cité Germinal Rési. Karina 44;bouge;19950301
M;Joseph;Levant;rue des béguines, 18;Saint-Servais;19890101
F;Alix;Levaque;Rue Louis Delimoy(BU) 13 /0003;Esneux;19820517
F;Brigitte;Levaque;rue delimoy 18;Cul-des-Sarts;19960907
F;Aurore;Lhoste;rue Alex Collin;Namur;19781111
F;Stephanie;Lhoste;rue du Sanctuaire 51;Br¹ly;19890228
F;Valérie;Liban;rue de Bouillon, 16;Bolinne;19841203
M;Jean-Dominique;Libert;rue des mésanges bleues, 30;Namur;19791206
F;Elisabeth;Libert;Rue Coliche 6;Matagne-la-Grande;19820317
F;Claire;Libert;place Léopold, 10;Bouge;19861031
M;Nicolas;Libert;Rue De La Croisette 42;Frasnes (Nam.);19910314
M;Melih-Can;Libert;Chemin de Boninne(BU) 121 /0014;Couvin;19930728
F;Anne;Libert;Grande Ruelle,WarÛt 57;Presgaux;19940725
F;Patricia;Libion;chaussée de Charleroi 100;Jemeppe-sur-Sambre;19941021
M;Raphaël;Libois;Rue Jean Maus(FW) 28;Wavre;19891118
M;Nicolas;Liboutton;Rue Guyaux(VD) 14;Namur;19861019
F;Trudy;Liegeois;Rue Eugène Copette(CH) 10;Boussu-en-Fagne;19820305
F;Gisèle;Liemans;Rue des Faucons(BU) 28;Chatelet;19890416
F;Morgane;Lietaert;6 rue André Grétry;Olloy-sur-Viroin;19820716
F;Marine;Lievens;ru St Denis 23;Namur;19870802
F;Catherine;Lievens;rue de Noville, 30;Namur;19910209
F;Carole;Lievens;rue des fonds 86;Perwez;19920505
F;Mery;Limani;rue P. Depoorter 60;Boussu-en-Fagne;19850130
M;Denis;Limon;Place Baudouin Premier(BU) 4;Beez;19870825
F;Isabelle;Linet;rue St Roch, 5;Viroinval;19920920
F;Christine;Liotta;Rue de la Cointe(SM) 43 /B000;Beez;19921230
F;Anais;Lison;Rue De Skassis, 24;Namur;19811126
F;Georgette;Lison;rue de Skassis, 24;Namur;19960815
M;Iljaz;Liziere;Rue de l'eau vive, 46;Namur;19780607
M;Yves;LIZIN;seigneurie du Chateau;Fernelmont;19800725
M;Réné;Lizin;rue des sarrzins 12;Couvin;19961011
F;Cathy;Lizin;Rue des Sarazins(CH) 12;Floreffe;19961022
M;Alexandre;Lobet;rue des roches, 28;Couvin;19990131
F;Martine;Lomany;Rue des Trois Piliers(SS) 130;Malonne;19930126
M;Claude;Longdos;rue fonds des chÛnes 223;Namur;19820311
F;Sophie;Longueville;rue des forges du prince, 28;Namur;19820106
M;Philippe;Loosen;rue haie Boisnard, 1;Namur;19930704
M;Thomas;Lorent;rue roche Albéric 17;Couvin;19841114
F;Véronique;Loriers;;Malonne;19930915
F;Benedicte;Lorjoux;rue du hachet, 8;Namur;19870121
M;Mathieu;Lottig;Rue Du Bailli 21;Meux;19880524
M;Jason;Lottin;place Charles Briquet, 13;Namur;19820402
F;Danielle;Loubris;Rue du Centre 49;bouge;19931014
M;Kevin;Louis;rue des coquelet 129;Namur;19820614
M;Mael;Lukianoff;Rue de Bèze en Bourgogne(BZ) 61;Couvin;19900101
M;Michel;Lumaye;Rue Joseph Vincent(BL) 33;Noville-les-Bois;19901218
F;Lucrezia;Luong;Rue des Cognassiers(VD) 25;Namur;19930506
M;Stephane;Maboge;Rue Joseph Wanet(VD) 27;Namur;19850204
F;Anne-Florence;Machelart;rue Reine Astrid;Gelbressée;19890122
M;Benoît;Madaj;106 rue de Lustin;Pesche;19910613
F;Aline;Maes;rue de vignée, 90;Mont-Saint-Guibert;19860327
F;Valérie;Maes;Rue Joseph Vincent(BL) 33;SOMZée;19910413
F;Andrée;Magonet;Rue De La Falaise 29;Bouge;19820608
M;Axel;Magotte;7, rue des lavandières;Gedinne;19820424
F;Marie-Pierre;Magotteaux;Place St Hubert 7;bouge;19800801
M;Marc;Magotteaux;rue Général De Monge, 56;Olloy-sur-Viroin;19810915
M;Maxime;Magotteaux;rue général de Monge 182;Namur;19830127
M;Maximillien;Magotteaux;rue de la motte 34;Namur;19850416
F;Christine;Magotteaux;rue st Georges 3;Liège;19880331
F;Josephine;Magotteaux;Carrière Du Parrain 15;Namur;19951105
M;Samuel;Magotteaux;;Profondeville;19970818
F;Last;Mahau;rue St Roch 49;Saint-Servais;19870902
F;Caroline;Mahaux;Rue du Sanctuaire(BU) 72;Onhaye;19821204
M;Mathieu;MAHIAT;Rue Alfred Brasseur(VD) 88;bouge;19910912
M;Xavier;Mahieu;Rue Basse-Aux-Raines 2;Namur;19780724
F;Ines;Mahieu;rue piret pauchet, 37;Saint-Servais;19880630
M;Pierre;Mahin;Rue Du Canneveau,21;Vedrin;19800724
F;Alberte;Mahy;rue Chereulle, 2;Seilles;19860830
F;Elisabeth;Mahy;rue neuve, 42;Namur;19930512
F;Melody;Maillard;Rue Bouvier 141;Profondeville;19800319
M;Romain;Mailleux;Rue Des Chardonnerets 7;Namur;19810415
M;Pierre;mairesse;9 rue de la gare;Nismes;19830222
M;Sébastien;Mairesse;Tienne de Bouge(BU) 20;Fosses-la-Ville;19830604
F;Laura;Maita;cité d'hastedon, 14;Matagne-la-Grande;19890309
F;Valérie;MALACHE;Rue de Bricgniot(SS) 85;Petigny;19910201
F;Susanne;Malaise;Place Jose Romain, 16;Namur;19790302
M;Omega Promedent;Malaise;rue des resistants, 6;Namur;19790727
M;Philippe;Malchaire;rue de l'église 41;Namur;19990714
F;Alexandra;MALEVE;Rue de Fernelmont(CH) 8;Namur;19911019
M;Nicolas;Malevez;rue du grand feu 66;Namur;19791222
F;Muriel;Malevez;Rue Petite ForÛt(BU) 7;Treignes;19831228
F;Amandine;Malfaire;Rue Des Hauts Marais 99;Winenne;19830427
F;Viviane;Malherbe;rue de Dave 87/6;Jodoigne;19811015
M;Arnaud;Mallaise;rue St Roch, 28;Houyet;19920427
M;Jérémy;Malvoisin;Route de st gérard 282;Bouge;19861111
M;Matthieu;Mambour;rue Joseph 53;Assesse;19791117
M;Charles;Manders;Rue Grande 55;Vedrin;19871203
F;Naomi;Mangano;rue de Treignes;Cul-des-Sarts;19980729
F;Chloe;Manise;rue de la marcelle, 100;Couvin;19830323
F;Cécile;Manise;try pochaux 20;Eghezée;19830919
M;Valerien;Manise;chaussée de Givet 43;EMInes;19850611
M;Artur;Mannaert;rue Joseph Quevit 27;Belgrade;19820517
F;Nadege;Maquestriau;Avenue Gouverneur Bovesse(JB) 32 /0;Anhée;19790808
F;Marie;Maquet;Rue de Franc-WarÛt, March. 6;Beez;19960804
M;Jean-Charles;Marcelle Dite Parmentier;Rue Gustave Defnet 3 /0004;Winenne;19840104
F;Anne-Francoise;Marchal;rue de l'église, 1;Bouge;19830922
M;Stéphane;Marchal;rue Chevalier David 4;Saint-Servais;19860505
M;Rodolphe;Marchal;avenue du Parc 14;Bouge;19860716
M;Julien;Marchal;rue hierdeau, 107;Winenne;19910711
F;Marie;Marchal;Rue De La Galorie 56;Petigny;19940214
F;Manon;Marchal;Tienne De La Pichaute 17;Dion;19940907
F;Laëtitia;Marchal;rue Célestin Denis 75;Namur;19980814
M;Philippe;Marchale;13 rue de la forge;Namur;19960921
M;François;Marchand;rue du centre, 83;Fernelmont;19820604
F;Bernadette;Marchand;rue florimond Bidron 38;;19850327
M;Christophe;Marcin;rue de la jachère 26;Bouge;19851202
M;Christian;Marin;;Couvin;19980826
F;Maud;Marion;Chemin des Bouvreuils(WP) 10;Namur;19940405
M;Michel;Marmignon;rue des roses trémières 21;Pesche;19840419
F;Cloe;Marquet;;Namur;19880124
M;Claudy;Marteau;rue des carrières, 49;Beez;19930201
F;Fabienne;Martin;Rue de Jausse(WD) 234;Beuzet;19800730
F;Sophie;Martin;Rue De La Rièze 118;Eghezée;19840822
M;Rudy;Martin;chemin des aides 18;Bouge;19850115
F;Camille;Martin;rue grande 40 bte 1;Bouge;19850424
M;Thierry;Martin;Rue Florimond Bidron(VD) 57;Namur;19850624
M;Eric;Martin;chaussée de Louvain 367;;19860623
F;Anne-Sophie;Martin;quartier st Laurent,5;Nismes;19901114
F;Merry;Martin;chaussée de Louvain 548;Namur;19910130
F;Brigitte;Martin;Rue de la Garenne(CH) 9;Namur;19910610
F;Eléonore;Martin;rue St Nicolas, 7;Namur;19980917
F;Antoinette;Martinello;rue de Chession 25;Namur;19820328
M;Arnaud;Martinot;rue des campagnes 11;Vedrin;19840420
F;Marie;Mary;rue de lalonnerie 15;Gonrieux;19850319
F;Jesica;Massaer;les respes 12;Duebendorf;19921209
M;Tiago;MASSART;Chemin de Boninne(BU) 121 /0008;Cognelée;19810111
F;Audrey;Massart;Pré d'Alvaux(BU) 17;Gonrieux;19840513
M;Jean-Claude;Massart;45,  rue de Givet;Bouge;19860120
F;Céline;Massart;Quartier De La Duve? 46 L;Namur;19890227
M;Fabien;Massart;ch. de Namur, 227;Frasnes (Nam.);19911128
M;Benjamin;Massart;rue de Maquelette 2;Namur;19920405
F;Astrid;Massaux;131 rue du centre;Ecaussinnes;19810403
F;Aurélie;Massaux;Avenue du Parc(BU) 36;Godinne;19820408
F;Najma;Masset;rue du grand feu 60;Namur;19901114
M;Sam;Massin;rue brasseur 40;Namur;19860317
M;Florian;Masson;Toine Culot 2;Daverdisse;19831031
M;Natan;Masson;rue de la marcelle 124;Namur;19860702
M;Alain;Masson;rue basse cornet, 5;Namur;19861030
M;Paul;Masson;residence donnay, 260;Olloy-sur-Viroin;19880415
M;Philippe;Masy;rue de la pépinière 39;Namur;19830423
M;Christophe;Matagne;rue fontaine du roi 110;Suarlée;19840427
F;Catherine;Matagne;Allée Du Moulin Ó Vent 49;Flawinne;19850322
F;Myriam;Materazzi;Résidence Emile Donnay, 314;Namur;19830119
M;Pierre;Mathieu;;Namur;19790516
M;Jean-Pierre;Mathieu;Rue Mazy(JB) 137 /0028;Namur;19800722
M;Serge;Mathon;rue bataillon des canaris, 7;Waret-la-Chaussée;19871019
F;Ajnacska;Mathurin;rue de la falaise 26;Vaucelles;19781108
M;Tom;Mathy;rue de Fumay 92;Eghezée;19800316
F;Yaelle;Mathy;rue de la croix 14;Namur;19801021
F;Madeleine;Mathy;rue Monique 15;Biesme;19820311
F;Isabelle;Mathy;rue de Oignies 3;Namur;19930315
M;Robert;Mathy;rue St Roch, 41 b;La Bruyère;19960916
F;Nathalie;Mathys;Rue Arthur Joseph Piersotte(BU) 33;Focant;19871024
F;Marina;Matisse;Rue Saint-Roch, Godinne 5;Namur;19930904
M;Oscar;Matsouris;Rue de Sardanson(BU) 22;Vedrin;19990330
M;Georges;Mattot;ure des boutons d'or, 10;Namur;19780814
M;Jérémie;Maudoux;Rue De La Loresse 3;Namur;19780423
F;Héloïse;Mauen;Fond de Champion(VD) 50;Flawinne;19860222
M;Guy;MAZY;Rue François Bovesse(VD) 49;Namur;19830402
F;Elisabeth;Mazy;rue de grupont, 87 a;Namur;19830929
F;Marie;Mbombo;clos des serins 9;Namur;19831219
F;Rita;Mbungani;rue de lareine 27;Namur;19941223
F;Delphine;Meddouri;rue de Treignes, 10;Champion;19880326
M;Serge;Meert;Rue de Cognelée, March. 1;Champion;19980330
F;Aynur;Mees;425, chaussée de Louvain;Namur;19780618
F;Adèle;Mees;Avenue du Transvaal 123;Feschaux;19990909
F;Kakolongo;Melin;résidence Emile Donnay 171;Frasnes (Nam.);19890426
M;Eugène;Mellouky;résidence Emile Donnay,409;Lomprez;19831029
M;Claude;Melotte;Rue Godard(SS) 9;Bouge;19791207
F;Briseis;Meon;Alle Des 3 Tilleuls, 2;Couvin;19900112
M;Cédric;Merckx;29 rue de gueeulette;Namur;19800119
M;Nicolas;Merhfour;;Petigny;19880706
M;Alexandre;Mertens;rue Brossius 47;Frasnes;19990216
F;Michèle;Mesdagh;rue Ó l'eau, 68;Bouge;19841012
M;Nicolas;Messoten;Avenue de la libération, 106;Namur;19790327
M;Edmond;Metens;residence Montbard, 7;olloy-sur-Viroin;19780612
F;Claire;Metens;résidence Bob Kennedy,4;bouge;19820916
F;Annabelle;Metens;Rue De Bruly, 49;Gesves;19821012
M;Erwan;Meunier;rue du Bruly, 35;Cortil-Wodon;19880930
F;Coralie;Meunier;Hautes-Calenges(ML) 27;Namur;19881001
M;Sébastien;Meurant;Rue De La Forestière 225;Bouge;19960913
F;Yanna;Meurisse;Rue Sur les Roches(BU) 5;Vedrin;19881011
M;Lukas;Meyan;résidence E Donnay 227;Namur;19830327
M;Xavier;Meyan;av. de La Liberation, 48;Saint-Servais;19871008
F;Valerie;Meyer;;Heer;19870406
F;Lia;Meyer;rue de la station 75;Winenne;19901119
F;Emeline;Meyer;Rue de la Hutte 20;Namur;19910903
M;Didier;Michaux;chaussée de Louvain 363;Namur;19800912
F;Delphine;Michaux;rue des Bruyères 245;Bouge;19870616
M;Quentin;Michel;rue Ernest jacot 7;Rocroi;19821006
F;Muriel;Michel;Avenue Arthur Procès 29;Namur;19860513
F;Céline;Michel;rue de la station 36;Mornimont;19960501
M;Alain;Mievis;rue chemin Fosset;Namur;19870727
F;Malorie;Migeotte;rue général de Monge 105;Gesves;19840820
M;Eddy;Mignolet;rue du Herdeau, 32;Agimont;19931022
M;Matthieu;Mihoub;rue a Gouttier 1;Namur;19830928
M;Marie-Amandine;Milani;rue Sainte Barbe 5;Namur;19781006
F;Stéphanie;Minart;rue St Joseph, 39;Fernelmont;19860704
F;Marie-Bénédicte;Minet;rue Cheraivoye, 39;Eghezée;19810730
M;David;Minet;Avenue De La Libération 16;Vezin;19871214
F;Linda;Minet;av Vauban 8;Namur;19970302
M;Sarah;Minette;rue Général de Monge, 68;Flawinne;19851226
F;Anne-Catherine;Mineur;Chaussée de Louvain, 395;Vedrin;19801013
F;Nathalie;Minion;le valvert 31;Vedrin;19930319
F;Jacqueline;Misson;"pl; d'Hastedon rés primevère,2";Champion;19890215
F;Eva;Moes;rue de coquelet 230;Oignies-en-Thiérache;19840521
M;Isabelle;MOGUILEVSKY;rue de la fontaine Colin 4;bouge;19880905
F;Tessie;Mohimont;Rue des Oeillets(VD) 11;Oignies-en-Thiérache;19901026
F;Eloise;Moineau;gué des Bagneaux 10;Namur;19820806
M;Frédéric;Moncousin;;Petigny;19910202
F;Eva;Monjoie;Rue Arthur Joseph Piersotte(BU) 11;Couvin;19860516
F;Anais;Monseur;rue de la houlette 15;Beaumont;19890703
F;Sarah;Monteleone;Les Trois Bonniers 80;Namur;19970822
M;Gery;Moraux;rue St Joseph 40;Bouge;19800115
F;Despina;Moraux;rue de la chavée 64;Mazée;19900627
M;Benoît;Moraux;Rue des Chardonnerets(BU) 32;Frasnes (Nam.);19930226
F;Isabelle;Moreau;Rue des Sarazins(CH) 42;Vedrin;19851120
F;Caroline;Moreau;rue Sambon, 15;Jemeppe-sur-Sambre;19871022
M;Pierre-Laurent;Morel;;Pondrôme;19890125
F;Francoise;Moresi;rue de la Picardie, 2;Mazée;19810130
M;Benoît;Morreels;Allée Des Frènes 4;Namur;19790518
F;JEANNE;Mortier;Rue Léon Lefevre, 17;Gelbressée;19830508
F;Anne-Sophie;Morval;Chaussée de Namur,Leuze 216;Namur;19881026
F;Anne;Mossay;Rue de Bricgniot(SS) 85;Nismes;19910310
M;Franky;Motquin;Rue du Centre(SM) 131;Eghezée;19810707
F;Vanessa;Mottart;rue culot haut 40;Petigny;19840712
M;Omer;Mottet;Rue Basse chaussée(CG) 117;Couvin;19860501
F;Marie-Madeleine;Mouchet;Rue du Try(BN) 6 /B000;Fernelmont;19941207
F;Anne-Frédérique;MOUTHUY;Rue Cottapré, St-Gérard 26;Bouge;19800617
M;Samuel;Mouthuy;Rue Cottapré, St-Gérard 26;Pesche;19820629
F;Zejnep;Mouvet;rue Ste Anne 25;Forges;19781022
F;Severine;Moyson;rue St Hilaire, 19;Hanret;19851020
M;Raphaël;Moyson;Rue de ForÛt(BZ) 24;Bouge;19900302
F;Geneviève;Mulier;chaussée de Louvain 363;Couvin;19860904
M;Christophe;Muller;;Nismes;19890316
M;Yohann;Murru;rue de Fumay 4;Frasnes (Nam.);19831102
M;Bernard;Musschoot;Rue Charles Bouvier(BU) 152;Yvoir;19960823
M;Alain;Myant;rue du cimetière 4;Aublain;19830307
M;Jean-Marie;Namur;Rue des Prés(SS) 7;Namur;19830208
M;Nathalie;Naniot;Rue Bataillon Des Canaris 21;Viroinval;19791002
F;Nicole;Naniot;Boulevard de la Meuse(JB) 89;Jodoigne;19791110
M;Simon;Naniot;Rue des Perdrix(BZ) 13;Flawinne;19870923
F;Julie;Navez;rue bois de lahaut 56;Jambes (Namur);19860404
F;Ingrid;Nemery;Chaussée de Louvain(BU) 439;Couvin;19821212
M;Bernard;Nemery;rue de Vierves, 31;Olloy-sur-Viroin;19861013
F;Cécile;Nemery;Route De Focant,;Namur;19861206
M;François;Neuville;Rue de France, M.-St-Blaise 29;Bouge;19910403
M;Mathias;Neven;rue de Presgaux 56;Oignies-en-Thiérache;19840418
F;Elisabeth;Neveux;22, rue de la ruelle;Beauraing;19820313
M;Romain;Neveux;rue de Pernelle 4;Namur;19871020
M;Bastien;Ney;rueh Fontaine, 26;Namur;19961210
M;Philippe;NEYENS;Chaussée de Louvain(BU) 498 /0002;St Servais;19880309
M;Claude;Nicaise;113, rue de la rièze;Couvin;19871202
F;Viviane;Nicolas;Rue De La Falaise 71;Namur;19850204
F;Dominique;Nicolas;Rue Martin Lejeune(VD) 51;Jambes (Namur);19851208
F;Céline;Nicolas;;Saint-Servais;19860125
M;Leo;Nicolas;rue général de Monge 176;Namur;19860731
F;Pauline;Nicolas;rue de lafontaine 1;Vedrin;19870910
F;Catherine;Nicolas;rue des fontaines, 12;Petigny;19900706
F;Marie-Louise;Nigot;av. arthur proces 58;Namur;19880915
F;Nadia;Nihoul;rue bas bruly 15;Baileux;19900612
M;Bernard;Nitelet;Rue Sergent Delisse(BU) 36;Jambes;19921023
F;Aurore;Nival;rue grande, 37;Cul-des-Sarts;19790514
M;Xavier;Nival;;Bouge;19860228
F;Thierry;Noel;Rue Saint-Luc(BU) 51;Namur;19801010
F;Pascale;NOEL;chaussée de Louvain 325;Villers-La-Tour;19810912
M;Jacques;Noel;40, rue Notre Dame;Petigny;19950123
F;Anais;Noël;3eme Avenue 28;Aalbeke;19950507
F;Pascale;Noiret;rue Emile Noel, 41;Anhée;19790329
F;Mathob;Noiret;rue du camp 42;Couvin;19791116
F;Magali;Noiret;résidence E. Donnay 220;Wierde;19810520
F;Eve;Noiret;Résidence Montbard 2;Namur;19820421
F;Emilie;Noiret;rue du ternia 16;Namur;19821113
F;Chantal;Noiret;rue de la falaise, 69;Gesves;19840105
F;Maryline;Noiset;rue du bassin, 13;Couvin;19930211
F;Marie;Nonet;Avenuematerne 116 Bte 3;Petigny;19870208
F;Anne-Marie;Nuytens;la forestière 36;Namur;19801025
F;Stéphanie;Oger;rue St denis 23;Bouge;19870406
F;Candice;OISELAY;Rue des Dalhias(BU) 6;Treignes;19930730
F;Emilie;Olivier;Rue de la Montagne 45;bouge;19861202
M;Fabian;Olivier;rue du village 19;Dinant;19880216
M;Ludovic;Olivier;Rue Des Jardins 45/2;Profondeville;20000626
F;Florence;OSLET;Rue de l'Eau Vive(VD) 17;;19830901
F;Irma;Osselet;rue Longue 50;Philippeville;19970116
F;Andrée;Osy de Zegwaart-Favart;Chemin des Blés(GB) 113;La Bruyère;19920324
F;Elise;Otte;avenue arthur Procès 29;Namur;19831123
F;Nicole;Ourkiya;Rue Bel Horizon 14;Boninne;19960311
F;Benedicte;Oxford;rue des béguines 10;Faulx-les-Tombes;19880712
F;Nathalie;Page;rue de Revin;Couvin;19821227
M;Francois;Pairoux;rue St Luc 35;Champion;19820728
M;Frédéric;Panarotto;résidence E Donnay, 254;Namur;19941002
F;Giuseppina;PAQUE;Avenue de la Gemelenne, Ans. 10;Namur;19930215
F;Pauline;Paques;Chaussée de Perwez(SS) 87;Namur;19970207
F;Chantal;Paquet;residence E donnay, 145;Cul-des-Sarts;19790826
M;Benoit;Paquet;Rue De La Station 34;Nismes;19860422
M;Jerome;Paquet;Rue Somal(BU) 4 /A;Saint-Servais;19860820
M;Jean;Paquet;rue les petits monts 18;Matagne-La-Petite;19880328
F;Suzanne;Paquet;rue St Roch, 30;Yvoir;19880422
F;Léa;Paquier;rue St roch, 30;Géronsart;19790103
F;Emma;Pardean;rue de la Folie 2;Marcinelle;19801208
F;Clotilde;Parizel;rue de Vierves, 39;Durnal;19790530
F;Nora;Parizel;Rue De Rocroi 32;Cul-des-Sarts;19800205
F;Maria;Parizel;rue neuve 2;Fernelmont;19920826
M;Benoit;Parmentier;chuassée de Louvain 281;Vedrin;19790107
M;Philippe;Parmentier;Rue Janquart, Meux 12;Namur;19900204
M;Stanislas;Parmentier;Pl. des Cheval. avec Glaives(JB) 9;Pesche;19931016
F;Morgane;Parmentier;21, rue pitteurs;Oignies-en-Thiérache;19950729
F;Béatrice;Paroche;rue de Fumay, 53;Emines;19800221
M;Victor;Paroche;Rue De Fumay;Couvin;19821231
M;Tayfun;Pary;rue de la barrière, 22;Bouge;19840316
M;Georges;Pasture;rue St Roch 2;Fernelmont;19820412
M;Sébastien;Paternoster;rue de la Champagne 328;Felenne;19910311
M;Jean-François;Patinet;place Charles Claes 1;Couvin;19910416
M;Alexandre;Patricot;Place Albert 1er 8;Namur;19990630
F;Sarah;Patris;Rue de Stari Grad(BL) 5;Uccle;19880519
M;Bruno;Paus;route de Cognelée 52;Namur;19810113
F;Madeleine;Paye;rue bataillon des canaris 12;Eghezée;19801021
F;Nadine;Paye;Rue de l'eau vive, 46;Eghezée;19830304
F;Nadia;Peeren;Chemin du Bienvenu(WP) 104 /REZO;Vedrin;19970915
M;Arthur;Peeters;rue Ainseveau, 62;Jambes (Namur);19821126
M;Quentin;Peeters;rue chant d'oiseaux, 24;Dailly;19831127
F;Marie-Alix;Peeters;rue de Temploux, 8;Namur;19900121
M;Pierre;Peeters;Rue Louis Delimoy(BU) 8 /0007;Bouge;19910606
F;Louise;Pelzer;rue Les tiennes 123;Jambes (Namur);19960517
F;Joelle;Penant;Place Des Combattant 5;Saint-Servais;19851101
M;Arnaud;Penninck;rue de la forestière 123;Olloy-sur-Viroin;19851105
M;Arthur;Periquet;reu notre dame 10;Bouge;19931014
F;Caroline;Perot;67, Rue Des Ramiers;Namur;19860209
F;Lucy;Perrad;Grand Chemin Communal 2;Ixelles;19870306
F;Annie;Perreaux;;Nismes;19890913
F;Kathy;Perret;;Namur;19830929
M;Philippe;Pesovski;rue bassidaine 10;Hulsonniaux;19851004
F;Mélanie;Pestiaux;rue culot haut 20;Vedrin;19801201
M;Gabriel;Pestiaux;rue Augile 49;Bouge;19830924
M;Nicolas;Petit;rue de Mariembourg 24;Boninne;19860908
F;Sabine;Petre;chaussée de Givet, 26;Namur;19811015
M;Laurent;PETRINA;rue du santuaire 63;Bouge;19890228
M;Jean-François;Petrisot;rue des prés velus 63;Namur;19780728
F;Isabelle;Pette;rue Clair matin 32;Gelbressée;19950119
M;Maxence;PETY DE THOZEE;Rue Charles Wérotte 31 /0005;Andenne;19850612
M;Manuel;Pezzetta;Rue du Deuxième Chasseurs(BL) 1 /00;Bouge;19790323
M;Luigi;Philippe;10 , Rue De France;Champion;19930503
M;Danny;Pichon;rue du bois 6;Houyet;19990125
M;Christian;Pie;Ch.De Louvain,454;olloy-sur-Viroin;19860116
M;Didier;Pierard;avenue Comte Smet de Nayer 3;Gesves;19851220
F;Assya;PIERET;Rue Joseph Debehogne(VD) 73;Bouge;19850329
M;Jean;Pierlot;Rue Parapet, Bioul 14;Champion;19920227
F;Anne-Flore;Piéroux;rue Albert 1er 22;bouge;19931121
F;Patricia;Pierrard;Rue De La Poyue 20;Beez;19921222
F;Danielle;Pierrard;Rue du Calvaire, March. 32;Houyet;19980613
F;Carol;Pierre;Chaussée de Louvain(BU) 367 /0005;;19830721
F;Emilia;Pierret;24, rue Jacques Dubois;Couvin;19800503
M;Jean;Pierson;rue de sbacheres, 17A;Champion;19830210
M;Pascal;Pierson;rue de Vierves 5;Vedrin;19850928
F;Fernande;Pieters;rue des faucons 27;Assesse;19790402
F;Odile;Pietquin;Rue Trieux-des-Gouttes, Emines 43;Namur;19880410
M;Sennur;Pietrons;rue Culot Haut 33;Namur;19831104
M;Léon;Piette;;Fernelmont;19880630
F;Coline;Pilet;193 commognes de Jambes;Bouge;19861124
F;Nada;Pilet;40/1chaussée de Charleroi;Namur;19940729
F;Monique;Pillier;rue du cimetière 3;Bouge;19861230
M;David;Pinnoy;rue Belle vue 12;Rance;19881228
F;Marie-Christine;Pinzi;Av. du Bourg. Jean Materne(JB) 178;Namur;19990717
F;Suzanne;Piranditta;;Marche-en-Famenne;19840531
F;Michele;Piraprez;9 rue haie Francotte;Champion;19941230
M;Jacques;Pire;Rue Ainseveau 44;Namur;19780804
F;Christiane;Pire;rue Augile 26;Bouge;19810121
M;Olivier;Piret;Rue Des Tropis Des Piliers 150;Namur;19891002
F;Martine;Pirmez;La Forestière 266;Hastière;19811017
F;Hannah;Pirmez;rue roche Albéric 8;Andenne;19900219
F;Anna;Piron;rue Adolphe Gouttier 29;Namur;19901118
F;Maite;Piron;Rue Henri Lecocq 89;Hemptinne (Fernelmont);19951023
F;Martine;Pirson;rue St Eloi, 19;Wanlin;19880314
F;Marie;Piton;Rue De La Station 47;Namur;19960312
F;Pascale;Plancot;Rue St Louis, 31;Namur;19890110
M;Michel;Platton;Rue Louis Delimoy(BU) 23;Eghezée;19881122
M;Alexandre;Platton;Rue des Myrtilles(BZ) 14;Pijnacker;19891225
M;Francois;Plennevaux;Rue Frères Biéva(VD) 183;Oignies-en-Thiérache;19860204
F;Francoise;Plompteux;Rue des Oeillets(VD) 32;Le Mesnil;19870417
F;Adzovi;Ploum;rue Ste Rita 66;Champion;19841122
F;Véronique;Pochet;boulevard de la gare 50;Namur;19801106
M;Maxime;Pochet;Rue Frères Biéva(VD) 260;Les Bons Villers;19910323
M;Damien;Pochet;Rue des Viaducs(N) 10 /A;Frasnes-Lez-gosselies;19920627
